Identifier (RIC),Company Name,Country of Exchange,GICS Industry Name,"Company Market Capitalization
(USD)",ISIN,"ESG Score
(FY-1)","ESG Score
(FY-2)","ESG Score
(FY-3)","ESG Score
(FY-4)","ESG Score
(FY-5)","ESG Score
(FY-6)","ESG Score
(FY-7)","ESG Score
(FY-8)","ESG Score
(FY-9)","ESG Score
(FY-10)","ESG Score
(FY-11)","ESG Score
(FY-12)","ESG Score
(FY-13)","ESG Score
(FY-14)","ESG Score
(FY-15)","ESG Score
(FY-16)","ESG Score
(FY-17)","ESG Score
(FY-18)","ESG Score
(FY-19)","ESG Score
(FY-20)","ESG Score
(FY-21)","ESG Score
(FY-22)","ESG Score
(FY-23)","ESG Score
(FY-24)","ESG Score
(FY-25)","Controversies Score
(FY0)","Environmental Pillar ESG Score
(FY0)","Social Pillar ESG Score
(FY0)","Governance Pillar ESG Score
(FY0)","ESG Score
(FY0)"
BMRC.OQ,Bank of Marin Bancorp,United States of America,Banks,461082855.36,US0634251021,36.6917968931222,36.1223694845985,39.0353712944576,40.1843667071584,43.9469620657126,45.3266732408246,47.3828145168991,50.3321538902177,49.9652155661425,,,,,,,,,,,,,,,,,0,0.75,0.5,2.571429,40.1114480385705
JOUT.OQ,Johnson Outdoors Inc,United States of America,Leisure Products,460467460.32,US4791671088,43.8968278175157,43.6170865019412,43.2309427430885,42.5702482375748,40.6677475529934,37.5315699641406,35.9909332151361,33.2709378025371,,,,,,,,,,,,,,,,,,0,0.416667,0.5,2.5,42.4773912630016
IPI.N,Intrepid Potash Inc,United States of America,Chemicals,459543956.3,US46121Y2019,35.4365513866725,28.9880290252849,16.3376022859984,14.2987235113041,12.6552626878206,15.1168535551839,17.8926036988763,13.0937395994206,11.2350285252758,12.2584824226537,11.5574172464651,13.0435102960703,12.8820608093458,17.8408016874209,22.6652221419568,,,,,,,,,,,0,1.066667,2.714286,2.3,27.5015542494461
BWFG.OQ,Bankwell Financial Group Inc,United States of America,Banks,459494363.4,US06654A1034,33.4706726557954,30.5227992000858,35.1309331216464,32.3408325803627,28.3536522704295,40.7879015936169,20.0700359134184,25.2535187467662,,,,,,,,,,,,,,,,,,0,0.75,0,2.571429,31.9655509051686
CLFD.OQ,Clearfield Inc,United States of America,Communications Equipment,458508380.4,US18482P1030,39.7730469504277,38.497144787657,41.0836275605012,40.0749230754429,42.0171791780211,32.3506060329954,30.7245042110567,28.2247073271483,,,,,,,,,,,,,,,,,,0,0.307692,0,3.375,47.6531792800819
ARTV.OQ,Artiva Biotherapeutics Inc,United States of America,Biotechnology,457700825.16,US04317A1079,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.230769,26.5587636872109
LXFR.N,Luxfer Holdings PLC,United States of America,Machinery,456138248.01,GB00BNK03D49,58.3188013780091,56.6963723376603,45.4084286917365,42.5820489785713,40.5138139412967,15.1403658814915,,,,,,,,,,,,,,,,,,,,0,2.055556,2.666667,3.230769,52.8070417229553
SGMT.OQ,Sagimet Biosciences Inc,United States of America,Biotechnology,455728335.66,US7867001049,29.6610102068218,28.5304063118841,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,26.8685232303826
RCKT.OQ,Rocket Pharmaceuticals Inc,United States of America,Biotechnology,455337099.33,US77313F1066,45.5039697020713,36.9447892249529,30.8908026537683,28.7183702148133,21.7789319312635,21.9514632030891,25.4467797293648,,,,,,,,,,,,,,,,,,,0,0.777778,0.857143,2.461538,45.7148539025651
VREX.OQ,Varex Imaging Corp,United States of America,Health Care Equipment & Supplies,453417000,US92214X1063,73.6450912685432,74.6191532442298,69.6595494887175,66.7693664853303,54.4339247623615,57.1158640329471,30.0995328971875,,,,,,,,,,,,,,,,,,,0,2.384615,2,3.230769,67.3228164760066
RBB.OQ,RBB Bancorp,United States of America,Banks,453373721.76,US74930B1052,46.4025180270422,44.1678495864537,39.9322895593188,39.2372402008562,37.3080022541179,33.9803272067232,41.0003325382069,,,,,,,,,,,,,,,,,,,0,0.75,0,2.5,35.2908349687802
EOLS.OQ,Evolus Inc,United States of America,Pharmaceuticals,451105044.35,US30052C1071,20.1595850728968,21.6343480788449,9.19436337939363,10.0097854003142,11.4372606594129,11.2118736647725,12.4418462340105,,,,,,,,,,,,,,,,,,,0,0,0.428571,1.692308,22.1279818490484
MAGN.N,Magnera Corp,United States of America,Paper & Forest Products,451080000,US55939A1079,,65.3594629073057,59.4904980603703,65.8662232582961,65.0126386241961,63.2469320008265,57.554448282324,61.9906575590965,47.4837575454917,35.5287074638061,,,,,,,,,,,,,,,,0,0.533333,1.428571,3.4,43.876129416323
ABTC.OQ,American Bitcoin Corp,United States of America,Software,450754060.61,US02462A2033,27.488156031883,32.5291343529579,34.7770506236927,31.0981526368014,,,,,,,,,,,,,,,,,,,,,,0,0.75,0,1.692308,21.5274190721135
NVEC.OQ,NVE Corp,United States of America,Semiconductors & Semiconductor Equipment,448502031.52,US6294452064,22.2505829286519,20.2759595440896,23.5090041606292,20.7076893827448,2.17943550849424,23.1425052906671,18.0430374780189,17.776428781221,,,,,,,,,,,,,,,,,,0,0.230769,0.571429,3.25,23.5696336233275
BBBY.N,Bed Bath & Beyond Inc,United States of America,Specialty Retail,448498934.55,US6903701018,40.2997042257418,36.2328608441221,56.1491204284326,45.0228866618099,48.3212331498999,44.2435501503679,39.6347201349717,33.5079381233213,36.8331154863026,,,,,,,,,,,,,,,,,0,1.5,2.5,1.272727,41.7628407898617
WTBA.OQ,West Bancorporation Inc,United States of America,Banks,446817370.24,US95123P1066,38.3271105893396,37.8834165244101,42.4969697998406,40.2818302528001,39.0613981265381,31.9836553735543,37.0478675395281,28.6058902356604,,,,,,,,,,,,,,,,,,0,1.5,0.5,2.785714,40.7713077247265
DIN.N,Dine Brands Global Inc,United States of America,"Hotels, Restaurants & Leisure",445122790.75,US2544231069,48.036437867431,48.3882282814249,41.1564802992061,33.2352550942489,29.5158233695149,27.2093537036122,28.1413478573271,33.1175832859104,27.9559552611188,,,,,,,,,,,,,,,,,2.748938,1.555556,1.375,3,55.2766151903791
MTW.N,Manitowoc Company Inc,United States of America,Machinery,444560649.92,US5635714059,49.7038019930358,44.9027372867833,31.3105653671244,25.3112298590596,25.1863927769117,17.7707923617595,13.0569250444383,9.88521604117408,11.510758537913,14.1808749977781,13.7127624495939,24.4937671145593,24.1188700408803,34.3379437667689,45.6137856228958,20.3245903847092,21.600974572767,34.7387890697411,20.4965313044612,,,,,,,0,3.076923,3,3.375,50.1086657606667
RMNI.OQ,Rimini Street Inc,United States of America,Software,444288000,US76674Q1076,51.7144829441002,53.4470599246971,55.2470331108313,58.3180597511087,58.7217666347639,39.9715141514276,41.260635259903,39.4746500320014,,,,,,,,,,,,,,,,,,0,0.75,1,1.692308,44.3397052349575
GBFH.OQ,GBank Financial Holdings Inc,United States of America,Banks,444239806.4,US36166F1003,14.5562226748593,,,,,,,,,,,,,,,,,,,,,,,,,0,0.75,0,1.928571,19.0166890588476
SRTA.OQ,Strata Critical Medical Inc,United States of America,Health Care Providers & Services,443881304.1,US0926671043,10.8095109786026,9.98710222302405,8.37627194877985,,,,,,,,,,,,,,,,,,,,,,,0,0.75,0,2.181818,6.43924755905382
PANL.OQ,Pangaea Logistics Solutions Ltd,United States of America,Marine Transportation,441550730.25,BMG6891L1054,36.1808986762637,38.1318247288063,34.9916025436407,30.4094677133431,26.5902389097352,23.7944796403779,23.4675338065673,,,,,,,,,,,,,,,,,,,0,1.583333,1,2.6,35.6626017276563
AMCX.OQ,AMC Global Media Inc,United States of America,Media,441473505.6,US00164V1035,16.803587303692,17.9612399848609,20.4198226105187,23.731329116389,12.1973510566228,14.7685813863285,13.2997742410197,10.9968090031824,8.56793515602102,7.44298977452617,10.5038836575224,10.240365723704,6.77589448476809,7.97820181419046,,,,,,,,,,,,1.223466,0,0,1.727273,17.1725984525148
FSTR.OQ,L B Foster Co,United States of America,Machinery,441356296,US3500601097,36.3651078432606,38.7231433707719,35.8641755119344,34.6265324056526,29.4014424449904,28.6154392011512,,,,,,,,,,,,,,,,,,,,0,1.6875,1.666667,3.2,42.6638005815584
IBEX.OQ,Ibex Ltd,United States of America,Professional Services,440100242.92,BMG4690M1010,48.4783632792846,45.6360147933735,35.3456096617725,34.4558588258585,27.078651788796,,,,,,,,,,,,,,,,,,,,,0,0,0,2.153846,45.3193969030804
RLGT.A,Radiant Logistics Inc,United States of America,Air Freight & Logistics,439749343.74,US75025X1000,15.6487223475234,18.1633057681909,16.0034176802278,14.8190434939166,14.058799479807,1.49551852923316,,,,,,,,,,,,,,,,,,,,0,0.666667,0.375,2.5,20.7155385503186
ALTO.OQ,Alto Ingredients Inc,United States of America,Chemicals,438571037.34,US0215131063,39.2050512817039,37.5526544773473,33.6957024372867,35.4755897153887,16.4812646370023,19.9592511598257,17.2556567477332,,,,,,,,,,,,,,,,,,,2.648789,1.263158,2.333333,3.4,36.9894291032888
GOTU.N,Gaotu Techedu Inc,United States of America,Diversified Consumer Services,438005447.76,US36257Y1091,32.5686251203819,29.7942553491056,32.3963678934565,29.6589981572501,22.9498907028496,24.475695450594,,,,,,,,,,,,,,,,,,,,0,0,0,1.125,30.5527620099197
HNST.OQ,Honest Company Inc,United States of America,Personal Care Products,435911315.4,US4383331067,26.7168854657681,31.8323836999437,32.3829167819636,20.0395670310865,,,,,,,,,,,,,,,,,,,,,,0,0.777778,0.875,2.25,36.9010493201669
ASPN.N,Aspen Aerogels Inc,United States of America,Chemicals,434277853.72,US04523Y1055,37.5443910058208,37.2559907441575,23.3838456086791,16.9491128885424,16.8882736427079,18.5884461892105,20.2220450259805,,,,,,,,,,,,,,,,,,,0,0.9375,1.666667,2.5,35.9109004867129
IMXI.OQ,International Money Express Inc,United States of America,Financial Services,433962574.64,US46005L1017,21.3093833022767,16.4221642711146,18.3034308496668,20.3972308768201,17.1477064363527,15.3046252931012,7.38647733176717,,,,,,,,,,,,,,,,,,,0,0.75,0.5,1.428571,18.3896725297788
FRBA.OQ,FIRST BANK (Hamilton),United States of America,Banks,431100578.16,US31931U1025,23.8444916067207,26.0579473378362,4.49243320976145,3.88098072621393,17.441550680901,19.7016798909561,21.2078876960456,,,,,,,,,,,,,,,,,,,0,0.75,0,1.571429,30.9347034873631
ALLT.OQ,Allot Ltd,United States of America,Software,430034040.21,IL0010996549,45.2487330430305,44.3089357600092,40.2353802286114,40.8332633432636,,,,,,,,,,,,,,,,,,,,,,0,0,0.75,1.692308,46.4522065594876
BOC.N,Boston Omaha Corp,United States of America,Media,429352265.37,US1010441053,17.9346591397429,23.1101410847741,21.7460228121178,24.8260361548839,20.6870521521281,21.9686572587773,23.6606802414429,,,,,,,,,,,,,,,,,,,0,0.75,0,1.857143,16.0129937211275
VELO.OQ,Velo3D Inc,United States of America,Machinery,428538408.76,US92259N3026,14.1273911200181,15.0700874283001,18.2652905555806,,,,,,,,,,,,,,,,,,,,,,,0,0.230769,0.428571,1.75,11.6810331207154
LRMR.OQ,Larimar Therapeutics Inc,United States of America,Biotechnology,427997700.44,US5171251003,29.7849750396413,32.8217566520054,31.8036338616829,25.4931607484208,2.95605286099825,,,,,,,,,,,,,,,,,,,,,0,0,0,2,28.2921092637625
CCRN.OQ,Cross Country Healthcare Inc,United States of America,Health Care Providers & Services,427091718.48,US2274831047,60.0831594857199,65.7654070331073,71.2182774590931,73.2462508717946,37.3951794693389,37.4559091324159,39.2006070707608,29.5544577062082,,,,,,,,,,,,,,,,,,0,0.75,1.25,2.461538,57.0894405790089
QUAD.N,Quad/Graphics Inc,United States of America,Commercial Services & Supplies,425366064.75,US7473011093,41.8915464972751,47.9963946448526,41.3175163912806,37.7982003402689,26.8543527811673,28.237093534493,27.9607861406851,23.9690893339422,27.6440886385116,,,,,,,,,,,,,,,,,0,1.615385,1.571429,2.25,42.6452347632725
UPB.OQ,Upstream Bio Inc,United States of America,Biotechnology,425020090.66,US91678A1079,25.7385419496618,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.153846,25.3847874286698
MATV.N,Mativ Holdings Inc,United States of America,Chemicals,424404195.6,US8085411069,53.4354293406534,58.884304629269,59.6457644162365,51.3357433473136,43.6872922670509,41.6819081680298,16.0012759236375,21.7441748396769,13.6808309697851,,,,,,,,,,,,,,,,,0,1.933333,2.285714,2.5,56.7528759705689
GTN.N,Gray Media Inc,United States of America,Media,424136490.46,US3893751061,50.2612221717582,44.651125282671,26.2565463517858,31.7235552477194,36.3950797815439,42.6664722209857,43.7108635948784,40.5229240730683,,,,,,,,,,,,,,,,,,0,0.75,0,2.090909,38.8330093895349
CBAN.N,Colony Bankcorp Inc,United States of America,Banks,423590227.06,US19623P1012,43.6794524886287,35.504279679018,27.7226824832343,26.6038653882852,33.4772590289334,31.5899559341843,16.97494434268,15.8387981529085,,,,,,,,,,,,,,,,,,0,0.75,0.5,2.857143,44.6168188669344
SGU.N,Star Group LP,United States of America,Gas Utilities,423557735.7,US85512C1053,9.48948592786735,8.58605597958531,8.81876458036663,10.2985155489672,0.415759613226907,,,,,,,,,,,,,,,,,,,,,0,0.285714,0,1,10.5166821923893
EBS.N,Emergent BioSolutions Inc,United States of America,Biotechnology,422057701.28,US29089Q1058,46.4138631903496,40.4296545863653,38.0962641185565,36.1638323652407,26.6262182851796,28.2403141768473,25.4156537550608,24.1199436246768,19.3512697780912,,,,,,,,,,,,,,,,,0,1.111111,1.714286,1.692308,41.4783637601152
PBFS.OQ,Pioneer Bancorp Inc,United States of America,Banks,421791792.82,US7235611065,,20.6653397275688,20.2392404168714,20.8222580867047,17.1423666863791,16.7162672558095,,,,,,,,,,,,,,,,,,,,0,0.75,0,1.142857,25.3441447548871
MRAM.OQ,Everspin Technologies Inc,United States of America,Semiconductors & Semiconductor Equipment,419008200.99,US30041T1043,9.49097403021565,9.62628337805224,11.6154167879093,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3.125,13.3169113740612
LSAK.OQ,Lesaka Technologies Inc,United States of America,Financial Services,418688354.72,US64107N2062,28.153157446391,46.4215287849167,44.1585710263278,54.6181657524879,47.110895703116,42.9703178942798,,,,,,,,,,,,,,,,,,,,0,0,1,1.857143,37.4701693576827
TITN.OQ,Titan Machinery Inc,United States of America,Trading Companies & Distributors,418507152.8,US88830R1014,19.6465833643363,21.8148246230773,20.9242962141334,15.0358708637847,13.7629854706679,15.7929505690081,,,,,,,,,,,,,,,,,,,,0,0.307692,0,1.692308,25.3744321952767
ACTG.OQ,Acacia Research Corp,United States of America,Financial Services,418230941.56,US0038813079,51.4006746552868,35.2080841803032,39.4446044200215,15.1966281026256,12.6918139681651,12.5501484884487,5.8325389217317,,,,,,,,,,,,,,,,,,,0.831997,1.357143,3,2.428571,43.3396077724642
NEWT.OQ,NewtekOne Inc,United States of America,Financial Services,417299997.66,US6525262035,19.7960337393447,19.5396868019159,21.1888061664672,,,,,,,,,,,,,,,,,,,,,,,0,0.75,0,1.928571,17.0677870237654
IPSC.OQ,Century Therapeutics Inc,United States of America,Biotechnology,416619608.79,US15673T1007,26.0730058270089,31.3246638178114,31.0682293208105,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.692308,31.2209917092816
DMAC.OQ,DiaMedica Therapeutics Inc,United States of America,Biotechnology,415440589.95,CA25253X2077,31.7556571112428,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.923077,32.8268591065655
INV.OQ,Innventure Inc,United States of America,Capital Markets,415181055.12,US45784M1080,20.4925029390379,,,,,,,,,,,,,,,,,,,,,,,,,0,0.75,0,1.428571,23.5016965669204
ENTA.OQ,Enanta Pharmaceuticals Inc,United States of America,Biotechnology,414366915,US29251M1062,44.4800477819291,37.8459308691227,36.8578179818495,31.1552253876197,21.1533457209903,30.1412789135515,25.4051967957297,31.4017594724069,,,,,,,,,,,,,,,,,,0,0.666667,2,2,46.1135210058797
CMPX.OQ,Compass Therapeutics Inc.,United States of America,Biotechnology,414202204.5,US20454B1044,21.7423321482396,30.5569068052489,33.5371978933402,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,23.4199940915459
BLND.N,Blend Labs Inc,United States of America,Software,414019481.76,US09352U1088,30.7469014816174,23.9763786938212,23.1411629750426,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.461538,18.8563396552773
FWRD.OQ,Forward Air Corp (Delaware),United States of America,Air Freight & Logistics,413655601.68,US34986A1043,35.6204929312916,33.1737015427556,34.9917034996649,32.0495537314457,19.8860887686035,24.7665945007984,18.2365180378727,20.8048275857624,,,,,,,,,,,,,,,,,,0,1.5,2,2.5,38.9371214901573
FPI.N,Farmland Partners Inc,United States of America,Specialized REITs,413491065.48,US31154R1095,21.1480035209996,18.5957202678837,27.2236375192441,24.950536834617,18.6706573300085,18.5159123352132,16.4947657093723,17.72313934091,,,,,,,,,,,,,,,,,,0,0.5,0.333333,2.8,28.6881729994358
NATH.OQ,Nathan's Famous Inc,United States of America,"Hotels, Restaurants & Leisure",413043576.4,US6323471002,18.1499551186971,15.4057746900884,14.0233643568976,16.3418086336195,17.5485468066898,12.3854011269633,12.0923478420604,,,,,,,,,,,,,,,,,,,0,0.176471,0.5,2.454545,24.2312170766961
SHOE.OQ,Shoe Station Group Inc,United States of America,Specialty Retail,411342316.2,US8248891090,30.1953387672342,38.5085373072754,38.2438223547381,37.8693884474237,33.9779342971079,29.813140929545,34.4720881391869,29.6891336804902,,,,,,,,,,,,,,,,,,0,0.333333,0.875,2.75,26.7562648825406
LOGC.PK,ContextLogic Holdings Inc,United States of America,Broadline Retail,409288333,US21078F1093,14.2540608828996,20.3120337368461,12.3850109472515,14.9696810817276,28.5360349517157,,,,,,,,,,,,,,,,,,,,,3.557245,0.75,0.5,1.928571,12.2029227081343
PCB.OQ,PCB Bancorp,United States of America,Banks,408394202.87,US69320M1099,41.9130576664443,44.1727677860804,44.8343468555152,18.2699106091154,16.8541598803667,44.8112151215951,43.1764202304249,,,,,,,,,,,,,,,,,,,0,0.75,0,2.571429,42.2899523497352
HVT.N,Haverty Furniture Companies Inc,United States of America,Specialty Retail,408079422.53,US4195961010,52.9208076709407,40.7218842704776,44.8329100658998,42.4143458746257,40.2164212752482,40.1535068472929,43.5652469271222,42.2592867022103,,,,,,,,,,,,,,,,,,0,0.666667,2.125,2.625,51.3024116445028
QMCO.OQ,Quantum Corp,United States of America,"Technology Hardware, Storage & Peripherals",407526075,US7479066000,38.4436569629639,37.0600130307251,32.3382002592198,24.8402493355171,23.5009868859117,29.9239624192068,24.1008250744561,,,,,,,,,,,,,,,,,,,0,0.307692,0.428571,3,17.1670858793019
CZNC.OQ,Citizens & Northern Corp,United States of America,Banks,407243999.78,US1729221069,29.2266501041773,29.5997650619941,30.5063815326477,32.9205801106821,29.9441012021601,34.0939690981495,31.2676183156425,30.3927933573862,,,,,,,,,,,,,,,,,,0,0,0,2.071429,27.2420331011874
USNA.N,USANA Health Sciences Inc,United States of America,Personal Care Products,406740132.33,US90328M1071,46.4175534863886,49.4009229142308,47.6753740501937,45.0551570564076,26.1249668932376,18.8342127787492,21.3305832005842,23.4363828230029,16.9594444343842,,,,,,,,,,,,,,,,,0,1.176471,1.857143,2.384615,45.008518107152
FMAO.OQ,Farmers & Merchants Bancorp Inc,United States of America,Banks,406436909.76,US30779N1054,32.1223244539513,35.1089287711578,34.5889159774068,36.0240834818096,38.1892802563408,37.172471235756,36.5469440870952,32.1260487626628,,,,,,,,,,,,,,,,,,0,0.75,0,2.571429,32.3051253062539
ABEO.OQ,Abeona Therapeutics Inc,United States of America,Biotechnology,405805425.28,US00289Y2063,19.7938124756008,21.406217556673,18.8213253275397,21.300925989733,27.4536234034998,24.9747354431877,24.8331306543321,23.1045962221607,,,,,,,,,,,,,,,,,,0,0,0,2.153846,22.5643414018757
HTT.N,High Templar Tech Ltd,United States of America,Consumer Finance,405289945.44,US7477981069,9.62629416619816,7.93269197597221,8.97701146692491,7.96184269397991,10.4960227258287,9.41242223950233,,,,,,,,,,,,,,,,,,,,0,0,0,1.571429,6.08097912846494
PSFE.N,Paysafe Ltd,United States of America,Financial Services,404897633.5,BMG6964L2062,57.5968941064074,59.7827781334619,36.0108398702766,34.7182190760059,35.831005918901,,,,,,,,,,,,,,,,,,,,,0,3.5,2.5,2.857143,65.6503497004285
PLBC.OQ,Plumas Bancorp,United States of America,Banks,403385393.04,US7292731020,39.0758242845244,42.2873223841875,26.1751851503912,27.6435576039146,28.0686444587745,13.6031516395822,16.4692442532495,,,,,,,,,,,,,,,,,,,0,1.5,0.5,2.642857,41.7291761499648
BXC.N,Bluelinx Holdings Inc,United States of America,Trading Companies & Distributors,403128061,US09624H2085,22.0863446276942,17.4508741580909,25.0525244194089,23.6422420212843,25.8052423501563,24.7854577896493,26.4253703067194,16.1620697874014,,,,,,,,,,,,,,,,,,0,0.230769,0,3.75,22.4667183047268
TCI.N,Transcontinental Realty Investors Inc,United States of America,Real Estate Management & Development,402937698.24,US8936172092,10.5905515438801,10.1347122079606,13.868458116202,14.6023096728706,11.5844066668045,12.7975287700567,,,,,,,,,,,,,,,,,,,,0,0,0,1.642857,7.96671180054014
PBYI.OQ,Puma Biotechnology Inc,United States of America,Biotechnology,402105702.4,US74587V1070,21.0112997255952,23.8597788648237,20.9036068009786,31.008974327586,22.4062634852304,19.4498509580382,19.1606810108241,22.3918752297791,22.5532200863358,19.6564959587759,,,,,,,,,,,,,,,,0,0,0.428571,2.384615,19.7889166935352
ISTR.OQ,Investar Holding Corp,United States of America,Banks,401531259.35,US46134L1052,35.6447961306358,32.9426352048643,33.7138893387094,29.7277245380745,30.7303616999814,32.1545553251971,28.7980079168825,36.0377814224768,,,,,,,,,,,,,,,,,,0,0.75,0,2.571429,31.8848069621587
AIV.N,Apartment Investment and Management Co,United States of America,Residential REITs,401358750.57,US03748R7474,47.5136837472574,39.9494435387048,47.3057125311441,49.0747182354323,52.8540790076391,54.0439805413918,49.31777085586,38.9807131284366,39.5700058072866,33.9232946597264,33.9352259772787,32.6404600152059,36.3493356840512,39.6467341656133,38.9428702194776,26.0274094301089,17.4949072320876,24.3819956245652,24.9483178132457,17.4626218729349,12.0776782586591,,,,,0,0.916667,2,3.2,48.3566703486595
XFOR.OQ,X4 Pharmaceuticals Inc,United States of America,Biotechnology,397085920.16,US98420X2027,16.1785070101261,23.8964926238739,20.5409752566254,21.4845204206528,15.6611115880501,7.8671983984437,18.0816326780368,,,,,,,,,,,,,,,,,,,0,0,0,1.692308,22.4807846904304
AVIR.OQ,Atea Pharmaceuticals Inc,United States of America,Pharmaceuticals,396934411.04,US04683R1068,29.6155340386109,22.5639326597297,19.9857726699084,28.2473425024195,,,,,,,,,,,,,,,,,,,,,,0,0.333333,0,2,31.6090265519771
LXEO.OQ,Lexeo Therapeutics Inc,United States of America,Biotechnology,396534251.7,US52886X1072,23.7530283994053,22.5963788397475,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.230769,19.2470709716326
UXIN.OQ,Uxin Ltd,United States of America,Specialty Retail,395556038.76,US91818X3061,23.4658006639484,30.3868137694235,38.4083094619373,18.75442053803,,20.1541476576903,,,,,,,,,,,,,,,,,,,,0,0.333333,0,1.5,17.4114713791443
ELTP.PK,Elite Pharmaceuticals Inc,United States of America,Pharmaceuticals,395331094.214,US28659T2006,4.36315805737116,3.85373951807858,4.17766466036213,11.7067437040741,9.5276612145257,20.8043975652121,10.9864962699033,,,,,,,,,,,,,,,,,,,0,0,0,0.769231,5.31142418466626
RR.OQ,Richtech Robotics Inc,United States of America,Machinery,393528912.48,US7655041058,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.5,4.66758511629163
BNED.N,Barnes & Noble Education Inc,United States of America,Specialty Retail,393187288.2,US06777U2006,48.9333367502443,51.9140033896801,43.0685444688363,45.3335251853178,37.8804312925104,33.1676163234549,,,,,,,,,,,,,,,,,,,,0,0.333333,0.5,3,46.3045775358271
FVRR.N,Fiverr International Ltd,United States of America,Professional Services,392581949.76,IL0011582033,59.5647646059125,58.3289444949802,50.7372973432149,35.6946661037413,,,,,,,,,,,,,,,,,,,,,,0,3,2,1.818182,56.5558700296245
PRLD.OQ,Prelude Therapeutics Inc,United States of America,Biotechnology,391854910.44,US74065P1012,24.4041735968128,23.8993795901191,16.8499199111861,20.2294106951843,,,,,,,,,,,,,,,,,,,,,,0,0.333333,0,1.923077,24.8936644262766
RM.N,Regional Management Corp,United States of America,Consumer Finance,391346162.5,US75902K1060,36.6324689660855,39.6470511603638,37.1874547252664,36.5508927981174,23.8931645886313,22.7148315224105,24.1912726766401,23.511866054311,,,,,,,,,,,,,,,,,,0,0.75,0,2.571429,37.5235313364472
RBBN.OQ,Ribbon Communications Inc,United States of America,Communications Equipment,391028728.74,US7625441040,63.3541131587875,69.9351721977457,69.3118642872106,68.4248436809442,53.8371559627344,48.5790421486257,40.4849793386523,20.3654242534333,,,,,,,,,,,,,,,,,,0,2.538462,2.714286,3.625,60.3514913194632
BBW.N,Build-A-Bear Workshop Inc,United States of America,Specialty Retail,390541349.45,US1200761047,39.5086360131545,45.1250767452845,46.9448229731978,4.94696468599566,6.52220277870731,35.2224582117249,,39.1031741801404,,,,,,,,,,,,,,,,,,0,0.333333,0.625,2.5,41.7438937353882
CMCO.OQ,Columbus McKinnon Corp,United States of America,Machinery,389237386.5,US1993331057,44.7396152336926,42.0722323381617,40.3652927046965,32.1532175867735,19.9806816711574,23.6485621564379,28.654379881688,28.6772974578653,,,,,,,,,,,,,,,,,,0,1.230769,2.714286,3.75,38.8608150314208
XPER.N,Xperi Inc,United States of America,Software,389067935.36,US98423J1016,33.5470265979743,26.9571460944746,,,,,,,,,,,,,,,,,,,,,,,,0,1.5,1,2.615385,38.9998376083899
FRST.OQ,Primis Financial Corp,United States of America,Banks,388426088.96,US74167B1098,22.158135116375,16.671694048715,20.8868625304341,23.8382436678656,20.5287879962658,18.5428818395233,23.0761348985945,28.6824426178037,31.8318241221153,,,,,,,,,,,,,,,,,0,0,0.5,2.071429,23.0647626688251
MPTI.A,M-Tron Industries Inc,United States of America,"Electronic Equipment, Instruments & Components",385732002.18,US55380K1097,15.3882447405421,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3.25,19.3207692555963
CAL.N,Caleres Inc,United States of America,Specialty Retail,385610261.12,US1295001044,64.8983456148808,61.0120604240278,66.2751676375835,66.0852524914774,42.9904556719496,36.389894354895,32.249483014285,26.0902340644351,21.4052361210163,,,,,,,,,,,,,,,,,0,1.333333,2.25,4.125,57.8482700399106
LDI.N,loanDepot Inc,United States of America,Financial Services,385119244.86,US53946R1068,8.9070349521714,,,,,,,,,,,,,,,,,,,,,,,,,0,0.75,0.5,1.785714,7.17309245784159
VHI.N,Valhi Inc,United States of America,Chemicals,383779093.08,US9189052098,18.012801922276,18.9644615032521,14.6170806714754,14.9043772348769,12.553378692143,19.2008759900793,18.3277447628224,15.2414072071613,15.3955944330993,,,,,,,,,,,,,,,,,0,0.466667,0.428571,1.9,14.0414054955912
AKBA.OQ,Akebia Therapeutics Inc,United States of America,Biotechnology,383609287.49,US00972D1054,27.8926664255834,25.8546706920354,26.9105409022629,27.7415934421566,19.708580871854,20.1262198712702,18.6541042942996,15.2922581380325,,,,,,,,,,,,,,,,,,0,0,0,2.692308,27.2037224634418
MSC.N,Studio City International Holdings Ltd,United States of America,"Hotels, Restaurants & Leisure",383503329.3,US86389T1060,35.2102415412002,36.7738222471868,,51.4352170417438,36.7369714579921,,,,,,,,,,,,,,,,,,,,,0,0.666667,0.5,0.875,32.7699719410315
PKBK.OQ,Parke Bancorp Inc,United States of America,Banks,382780898.5,US7008851062,9.91556250864535,11.3601982224273,14.4254319777515,13.7625519131694,14.1114136607654,19.8589068153703,22.9359394372432,26.7872671464171,,,,,,,,,,,,,,,,,,0,0,0,0.642857,9.28712402902515
